Sno,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,Location,Age,LOB_id,
6478,2824917,No,21,30,E1,25,25,0,No,No,Male,Direct,3,Chennai,34,4,
6479,2824944,Yes,81,60,E3,24,24,0,No,No,Male,Direct,8,Chennai,31,2,
6480,2824967,Yes,21,30,E1,31.43,31.43,0,No,No,Male,Direct,3,Bangalore,25,4,
6481,2824972,No,3,30,E1,50,20,-20,No,No,Male,Agency,1,Chennai,24,2,
6483,2824993,No,1,30,E1,31.25,31.25,0,No,No,Male,Direct,3,Bangalore,25,4,
6484,2824999,Yes,52,60,E1,59.57,43.62,-10,No,No,Male,Agency,4,Chennai,28,1,
6485,2825027,No,6,30,E2,47.62,38.1,-6.45,No,No,Male,Employee Referral,4,Noida,28,2,
6486,2825036,Yes,73,30,E1,30,9.26,-15.95,No,No,Male,Agency,5,Bangalore,33,4,
6487,2825073,Yes,3,30,E1,76.99,76.99,0,No,Yes,Female,Direct,3,Chennai,26,1,
6489,2825138,No,1,90,E3,21.78,21.78,0,No,No,Male,Agency,14,Noida,37,2,
6490,2825187,Yes,72,90,E2,21.67,32.68,9.05,No,No,Male,Direct,3,Noida,24,2,
6491,2825208,No,11,30,E2,51.1,51.1,0,No,No,Male,Direct,7,Chennai,29,2,
6492,2825225,No,5,30,E2,14.29,14.29,0,No,No,Male,Direct,8,Hyderabad,35,6,
6493,2825521,Yes,95,90,E2,46.67,40,-4.55,No,No,Female,Direct,7,Bangalore,34,6,
6496,2826718,Yes,7,30,E1,40,40,0,No,No,Male,Direct,3,Noida,28,3,
6497,2826828,No,7,30,E1,31.25,31.25,0,No,No,Female,Direct,3,Chennai,25,3,
6499,2828226,No,12,30,E2,14.29,14.29,0,No,No,Male,Agency,10,Bangalore,36,4,
6500,2828300,No,3,30,E1,35.42,35.42,0,No,No,Male,Direct,3,Bangalore,27,6,
6501,2828341,No,21,30,E1,66.67,53.33,-8,No,No,Male,Agency,1,Chennai,24,2,
6502,2828419,No,13,90,E1,26.05,26.05,0,No,No,Male,Direct,3,Chennai,28,4,
6505,2828548,Yes,37,30,E1,0,0,0,No,No,Female,Agency,3,Bangalore,27,4,
6506,2828572,Yes,40,60,E1,66.67,51.52,-9.09,No,No,Male,Direct,3,Noida,34,6,
6507,2828580,No,3,45,E1,22.22,0,-18.18,No,No,Female,Agency,2,Noida,27,1,
6508,2828621,No,2,30,E1,40.74,40.74,0,No,No,Male,Direct,3,Chennai,26,4,
6509,2828644,Yes,34,30,E2,43.48,43.48,0,No,No,Male,Agency,8,Bangalore,31,8,
6510,2828688,Yes,4,60,E1,37.5,-32.5,-50.91,No,No,Male,Direct,3,Chennai,29,2,
6511,2828725,No,64,60,E2,66.11,35.49,-18.44,No,No,Male,Employee Referral,9,Bangalore,31,1,
6513,2828758,No,4,30,E1,24.31,24.31,0,No,No,Male,Direct,3,Chennai,27,4,
6515,2828797,Yes,5,30,E2,5.88,5.88,0,No,Yes,Male,Direct,7,Chennai,30,1,
6516,2828802,Yes,10,30,E1,27.27,27.27,0,No,No,Male,Direct,6,Noida,34,3,
6518,2828814,No,2,30,E1,14.29,14.29,0,No,No,Male,Direct,3,Chennai,26,4,
6519,2828831,Yes,20,30,E1,73.08,65.38,-4.44,No,No,Male,Direct,3,Bangalore,26,4,
6520,2828863,Yes,24,30,E1,40,30,-7.14,No,No,Male,Employee Referral,1,Chennai,27,1,
6521,2828879,No,25,30,E1,172.73,281.82,40,No,No,Female,Agency,3,Chennai,24,1,
6522,2828914,No,20,30,E1,31.58,-14.47,-35,No,No,Female,Agency,3,Chennai,26,1,
6523,2828931,Yes,33,30,E2,15.74,14.58,-1,No,No,Male,Direct,6,Bangalore,33,4,
6524,2828947,Yes,55,90,E2,25.75,25.75,0,No,No,Male,Direct,9,Bangalore,32,4,
6525,2828951,Yes,5,30,E2,21.93,21.93,0,No,No,Male,Direct,6,Noida,28,2,
6527,2828980,No,1,30,E1,0,0,0,No,No,Female,Employee Referral,3,Bangalore,26,4,
6528,2828999,Yes,2,60,E2,66.67,66.67,0,No,Yes,Male,Direct,3,Chennai,29,2,
6529,2829042,No,2,30,E1,23.81,26.19,1.92,No,No,Male,Direct,4,Noida,27,5,
6530,2829060,No,4,30,E3,29.63,22.22,-5.71,No,No,Male,Direct,12,Hyderabad,38,6,
6531,2829101,Yes,30,30,E2,44.44,16.67,-19.23,No,No,Male,Direct,4,Hyderabad,32,6,
6532,2829109,Yes,14,45,E2,31.94,38.89,5.26,No,No,Male,Direct,4,Hyderabad,32,6,
6533,2829115,No,5,60,E1,35.66,35.66,0,No,No,Female,Direct,4,Hyderabad,30,6,
6535,2831368,No,17,60,E2,35.3,35.3,0,No,No,Male,Direct,8,Chennai,34,4,
6536,2831384,No,37,30,E1,36.75,28.21,-6.25,No,No,Female,Direct,4,Chennai,24,4,
6537,2831418,No,6,30,E1,71.43,45.71,-15,No,No,Male,Direct,4,Chennai,28,4,
6539,2831438,No,50,30,E1,12.5,0,-11.11,No,No,Male,Direct,4,Chennai,30,4,
6540,2831460,No,50,30,E1,59.01,41.34,-11.11,No,No,Male,Direct,3,Chennai,31,4,
6541,2831498,No,32,30,E1,20.37,11.11,-7.69,No,No,Male,Agency,3,Bangalore,27,4,
6542,2831499,Yes,3,30,E2,31.94,36.11,3.16,No,No,Male,Direct,5,Noida,28,8,
6543,2831505,Yes,82,90,E1,56.63,44.58,-7.69,No,No,Female,Agency,3,Bangalore,26,4,
6544,2831509,No,2,30,E1,56.25,50,-4,No,No,Male,Agency,3,Bangalore,25,4,
6545,2831565,No,10,60,E2,57.48,61.42,2.5,No,No,Female,Direct,7,Chennai,35,4,
6546,2831577,No,20,30,E1,51.58,51.58,0,No,No,Male,Direct,7,Chennai,34,4,
6547,2831584,No,8,90,E1,24.34,19.05,-4.26,No,No,Male,Direct,3,Chennai,27,4,
6550,2831647,No,12,30,E1,16.67,16.67,0,No,No,Male,Direct,9,Chennai,33,4,
6552,2831711,No,3,30,E1,73.08,61.54,-6.67,No,No,Male,Direct,5,Chennai,30,4,
6553,2831722,No,19,90,E1,71.05,44.74,-15.38,No,No,Male,Agency,3,Bangalore,26,4,
6554,2831724,Yes,33,60,E1,52.69,52.69,0,No,No,Male,Agency,3,Bangalore,25,4,
6555,2831729,Yes,32,30,E1,54.76,50,-3.08,No,No,Male,Agency,3,Bangalore,25,4,
6556,2831731,No,0,45,E1,25,25,0,No,No,Female,Agency,4,Bangalore,28,4,
6557,2831733,No,6,30,E1,31.58,31.58,0,No,No,Male,Agency,3,Bangalore,27,4,
6558,2831749,No,18,30,E1,45.83,45.83,0,No,No,Female,Direct,3,Chennai,27,4,
6559,2831761,No,4,30,E1,19.05,7.14,-10,No,No,Female,Direct,3,Chennai,27,4,
6560,2832026,No,1,30,E2,32.65,32.65,0,No,No,Male,Direct,4,Noida,27,2,
6561,2832640,No,0,30,E1,28.57,22.86,-4.44,No,No,Male,Direct,2,Noida,25,5,
6562,2832704,No,3,30,E1,59.62,39.67,-12.5,No,No,Male,Direct,3,Bangalore,26,5,
6564,2832729,No,4,30,E1,45.45,21.82,-16.25,No,No,Male,Direct,4,Bangalore,31,5,
6565,2832750,No,7,30,E1,14.58,8.33,-5.45,No,No,Male,Direct,3,Bangalore,29,5,
6566,2832970,Yes,75,90,E3,13.81,13.81,0,No,No,Male,Employee Referral,9,Noida,36,2,
6567,2834312,No,10,30,E1,76.47,61.76,-8.33,No,No,Female,Direct,3,Noida,26,8,
6568,2834323,No,6,30,E1,50.94,41.51,-6.25,No,No,Male,Direct,3,Chennai,27,8,
6569,2834327,No,52,90,E1,50,39.29,-7.14,No,No,Female,Employee Referral,3,Chennai,26,4,
6570,2834338,No,3,30,E1,31.58,22.81,-6.67,No,No,Male,Direct,3,Chennai,28,8,
6571,2834356,No,14,30,E1,57.14,-5.71,-40,No,No,Male,Direct,2,Noida,23,2,
6572,2834398,Yes,36,30,E2,41.98,41.98,0,No,No,Male,Direct,7,Noida,31,6,
6574,2834429,No,3,30,E1,47.29,27.26,-13.6,No,No,Female,Employee Referral,1,Gurgaon,26,2,
6578,2834472,Yes,1,60,E2,25,20.83,-3.33,No,No,Male,Direct,5,Noida,31,2,
6579,2834479,No,1,30,E1,-6.25,-6.25,0,No,No,Male,Direct,3,Noida,27,2,
6580,2834481,Yes,5,30,E2,42.86,42.86,0,No,No,Male,Employee Referral,5,Noida,30,2,
6582,2834502,Yes,63,60,E2,36.36,29.09,-5.33,No,No,Male,Direct,3,Hyderabad,30,2,
6583,2834572,No,3,30,E1,66.67,66.67,0,No,No,Male,Direct,1,Chennai,25,2,
6584,2834599,No,24,30,E1,50,65,10,No,No,Male,Direct,2,Chennai,26,2,
6585,2834702,Yes,12,60,E2,42.86,42.86,0,No,No,Male,Agency,8,Chennai,29,2,
6586,2835819,Yes,24,30,E1,66.67,120,32,No,Yes,Male,Agency,3,Noida,22,2,
6587,2835850,No,43,60,E2,35,125,66.67,No,No,Male,Direct,5,Noida,30,2,
6588,2835886,No,22,30,E2,50,87.5,25,No,No,Male,Employee Referral,6,Chennai,31,2,
6589,2835896,Yes,70,30,E2,43.88,50.72,4.75,Yes,Yes,Male,Direct,3,Noida,28,2,
6590,2835910,Yes,1,30,E2,40.74,29.63,-7.89,No,No,Male,Direct,2,Noida,29,2,
6592,2836364,Yes,72,60,E1,36.36,36.36,0,No,No,Male,Direct,3,Noida,31,5,
6593,2836424,Yes,7,45,E1,5.59,5.59,0,No,No,Male,Direct,2,Noida,27,5,
6594,2836593,Yes,43,45,E1,35.25,35.25,0,No,No,Male,Direct,4,Hyderabad,31,5,
6595,2836699,Yes,39,30,E1,21.88,21.88,0,No,No,Male,Direct,3,Chennai,24,3,
6596,2836762,Yes,2,30,E1,42.86,42.86,0,No,No,Male,Direct,2,Chennai,26,3,
6597,2836767,No,4,30,E2,58.83,44.85,-8.8,No,No,Male,Employee Referral,9,Bangalore,39,5,
6599,2836842,No,7,30,E1,8.33,8.33,0,No,No,Male,Direct,2,Chennai,28,3,
6600,2836962,Yes,28,30,E1,12,12,0,No,No,Male,Direct,3,Noida,26,3,
6601,2836980,Yes,65,60,E1,37.1,37.1,0,No,No,Male,Direct,6,Noida,31,3,
6604,2839230,No,11,30,E2,20,2.5,-14.58,Yes,Yes,Male,Employee Referral,6,Chennai,38,2,
6605,2839302,No,63,60,E1,55.26,55.26,0,No,No,Female,Agency,3,Chennai,26,4,
6607,2839503,No,30,30,E1,8.57,0,-7.89,No,No,Male,Agency,3,Chennai,28,4,
6608,2839548,No,4,30,E1,33.95,33.95,0,No,No,Female,Agency,5,Chennai,28,1,
6609,2839586,Yes,0,90,E1,0,4.84,4.84,No,No,Male,Agency,4,Chennai,27,1,
6610,2839616,Yes,0,45,E1,42.86,25,-12.5,No,No,Male,Direct,3,Chennai,28,1,
6611,2839618,Yes,16,30,E2,17.65,16.47,-1,No,No,Male,Direct,8,Chennai,38,5,
6612,2839640,No,1,30,E1,66.67,44,-13.6,No,No,Male,Direct,1,Noida,23,2,
6613,2839661,No,12,30,E1,73.68,57.89,-9.09,No,No,Male,Agency,5,Chennai,29,4,
6614,2839675,Yes,8,30,E1,11.61,11.61,0,No,Yes,Male,Direct,4,Chennai,30,4,
6615,2839678,Yes,27,45,E1,30.95,19.05,-9.09,Yes,No,Male,Agency,2,Chennai,24,1,
6616,2839691,Yes,8,30,E1,66.67,83.33,10,No,No,Male,Direct,2,Noida,32,2,
6617,2839696,Yes,2,30,E1,19.05,14.29,-4,No,No,Male,Direct,0,Noida,24,2,
6618,2839701,Yes,34,30,E1,51.58,36.84,-9.72,No,No,Male,Agency,4,Pune,27,1,
6619,2839730,Yes,0,30,E1,27.78,27.78,0,No,No,Female,Direct,1,Noida,24,2,
6622,2839767,No,1,30,E1,66.67,120,32,No,No,Male,Employee Referral,2,Chennai,25,2,
6624,2839827,No,50,45,E2,57.14,42.86,-9.09,No,Yes,Male,Employee Referral,3,Bangalore,29,2,
6625,2839829,No,6,45,E1,33.33,-1.11,-25.83,No,No,Male,Agency,3,Noida,25,1,
6627,2839869,No,20,30,E2,55.84,55.84,0,No,No,Female,Agency,5,Bangalore,28,3,
6628,2839874,Yes,5,60,E1,66.67,120,32,No,No,Male,Agency,2,Noida,25,2,
6629,2839897,Yes,12,45,E2,42.86,42.86,0,No,No,Male,Employee Referral,6,Noida,27,2,
6631,2839928,No,3,30,E2,20,120.45,83.71,No,No,Male,Direct,4,Chennai,31,2,
6633,2840002,Yes,6,30,E1,73.75,62.16,-6.67,No,No,Male,Direct,3,Chennai,27,1,
6634,2840024,No,26,30,E1,33.33,50,12.5,No,No,Male,Agency,4,Chennai,28,1,
6635,2840089,Yes,1,60,E2,35.18,35.18,0,No,No,Male,Agency,5,Chennai,31,2,
6636,2840094,Yes,27,30,E1,33.33,50,12.5,No,No,Male,Direct,2,Mumbai,27,2,
6637,2840873,No,14,30,E2,21.95,30.49,7,No,No,Female,Agency,10,Chennai,31,2,
6638,2840916,Yes,54,60,E2,28.21,28.21,0,No,No,Male,Direct,5,Noida,28,6,
6639,2840927,Yes,5,60,E3,25,25,0,No,No,Male,Agency,14,Chennai,38,6,
6641,2840955,No,6,30,E2,25,0,-20,No,No,Male,Agency,6,Bangalore,35,1,
6642,2840969,No,15,60,E3,36.36,54.55,13.33,No,No,Male,Employee Referral,7,Bangalore,31,2,
6643,2840989,Yes,18,30,E2,33.33,83.33,37.5,No,No,Male,Direct,6,Chennai,29,2,
6644,2841114,Yes,8,60,E1,27.27,9.09,-14.29,No,No,Female,Employee Referral,1,Noida,29,2,
6645,2841125,No,64,90,E2,6.9,6.9,0,No,No,Male,Employee Referral,20,Chennai,42,4,
6646,2841141,Yes,54,90,E2,34.33,37.31,2.22,No,No,Male,Direct,5,Noida,30,2,
6647,2841152,Yes,31,30,E1,50,65,10,No,No,Female,Direct,2,Chennai,30,2,
6650,2845255,No,7,30,E1,100,91.43,-4.29,Yes,No,Male,Direct,3,Kolkata,26,7,
6651,2845402,Yes,69,60,E2,54.76,36.9,-11.54,No,No,Male,Direct,7,Chennai,30,7,
6652,2845493,Yes,35,30,E1,29.63,9.26,-15.71,No,No,Male,Agency,5,Hyderabad,30,1,
6653,2845526,No,3,30,E2,46.15,30.77,-10.53,No,No,Male,Agency,6,Hyderabad,28,1,
6654,2845530,Yes,78,60,E1,71.57,47.06,-14.29,No,No,Female,Agency,5,Hyderabad,29,1,
6656,2845557,Yes,98,30,E1,40.76,23.95,-11.94,No,No,Female,Agency,5,Hyderabad,28,1,
6658,2845598,Yes,12,60,E2,62.5,62.5,0,No,No,Male,Employee Referral,9,Bangalore,32,6,
6659,2845631,Yes,48,30,E2,35.85,55.66,14.58,No,No,Male,Direct,5,Noida,32,2,
6660,2845645,Yes,41,60,E2,41.18,23.53,-12.5,Yes,No,Male,Direct,7,Chennai,36,1,
6662,2845683,Yes,76,60,E2,16.67,16.67,0,No,No,Male,Agency,9,Chennai,31,8,
6663,2845725,Yes,7,30,E2,37.5,37.5,0,No,No,Male,Direct,4,Hyderabad,27,2,
6664,2845739,No,1,60,E2,14.36,0.2,-12.38,No,No,Male,Employee Referral,8,Noida,32,5,
6666,2845777,Yes,12,90,E1,27.45,47.06,15.38,No,No,Male,Direct,3,Noida,26,6,
6667,2845792,Yes,6,30,E2,26.87,19.95,-5.45,No,No,Male,Direct,6,Noida,29,5,
6668,2845861,Yes,51,30,E1,23.08,23.08,0,No,No,Male,Agency,4,Chennai,31,8,
6669,2845882,No,3,30,E1,44.93,8.7,-25,No,No,Female,Direct,2,Bangalore,26,1,
6671,2845887,No,0,30,E1,42.86,42.86,0,No,No,Male,Direct,0,Noida,25,7,
6672,2845915,No,18,90,E2,45.91,45.91,0,No,No,Male,Agency,4,Chennai,30,2,
6673,2845940,No,1,0,E1,51.16,62.79,7.69,Yes,No,Male,Direct,4,Mumbai,26,4,
6677,2846024,Yes,41,60,E2,42.86,42.86,0,No,No,Male,Direct,10,Chennai,32,2,
6678,2846143,No,20,30,E1,28.57,-21.43,-38.89,No,No,Male,Direct,4,Chennai,32,8,
6679,2846244,No,1,30,E2,108.33,108.33,0,No,No,Male,Direct,4,Chennai,28,2,
6680,2846308,No,0,30,E2,66.67,66.67,0,No,No,Male,Direct,5,Noida,27,2,
6681,2846349,Yes,11,30,E1,64.29,64.29,0,No,No,Male,Direct,2,Mumbai,25,2,
6682,2846426,Yes,2,60,E2,42.86,42.86,0,No,No,Female,Employee Referral,2,Bangalore,23,2,
6683,2846772,Yes,43,30,E1,69.27,69.27,0,No,No,Male,Employee Referral,2,Chennai,25,1,
6684,2848137,No,2,60,E2,32.51,32.51,0,No,No,Male,Employee Referral,8,Chennai,32,2,
6686,2850104,No,8,45,E1,-1.43,-1.43,0,No,No,Female,Direct,6,Chennai,29,4,
6687,2850132,Yes,35,30,E2,17.85,9.43,-7.14,No,Yes,Male,Agency,8,Chennai,34,8,
6688,2850162,Yes,77,60,E1,55.56,40,-10,No,No,Male,Direct,4,Gurgaon,27,4,
6689,2850383,Yes,88,30,E3,41.03,41.03,0,No,No,Male,Direct,8,Chennai,32,2,
6690,2850388,Yes,53,60,E1,48.94,38.3,-7.14,No,No,Male,Agency,4,Bangalore,29,4,
6691,2850404,Yes,43,30,E2,36.84,26.32,-7.69,No,No,Male,Direct,8,Bangalore,38,4,
6692,2850422,Yes,15,30,E2,11.11,11.11,0,No,No,Male,Agency,6,Bangalore,33,1,
6693,2850425,Yes,49,60,E2,55.56,38.89,-10.71,Yes,No,Male,Direct,8,Bangalore,33,1,
6695,2850451,No,20,30,E1,41.34,28.3,-9.23,No,No,Male,Agency,5,Chennai,34,1,
6697,2850497,No,20,30,E1,41.03,28.21,-9.09,No,No,Male,Direct,3,Bangalore,28,4,
6698,2850508,Yes,32,30,E1,30.95,30.95,0,No,No,Male,Direct,3,Bangalore,26,4,
6699,2850556,Yes,37,45,E2,21.43,17.86,-2.94,Yes,Yes,Male,Employee Referral,7,Noida,32,7,
6700,2850593,Yes,5,30,E2,29.09,29.09,0,No,No,Male,Direct,11,Mumbai,35,4,
6704,2850668,Yes,5,30,E1,20.37,20.37,0,No,No,Male,Direct,4,Chennai,30,8,
6705,2850681,Yes,22,60,E3,30.77,30.77,0,No,No,Male,Direct,10,Bangalore,39,1,
6707,2850731,Yes,89,90,E1,83.06,69.98,-7.14,No,No,Male,Agency,5,Pune,30,1,
6708,2850757,Yes,7,60,E2,41.09,10.23,-21.88,No,No,Male,Direct,6,Bangalore,31,1,
6709,2850768,Yes,4,60,E2,36.78,27.66,-6.67,No,No,Male,Direct,9,Chennai,33,4,
6710,2850789,No,5,60,E1,10.64,10.64,0,No,No,Female,Employee Referral,1,Noida,24,2,
6712,2850836,No,0,60,E3,44.65,40.13,-3.13,No,No,Male,Direct,12,Noida,35,2,
6713,2850899,Yes,102,60,E2,46.15,46.15,0,No,Yes,Male,Direct,7,Noida,35,2,
6714,2850972,Yes,78,60,E1,11.11,38.89,25,No,Yes,Female,Agency,3,Chennai,27,1,
6715,2850993,Yes,16,30,E1,25,26.25,1,No,No,Male,Agency,3,Chennai,28,1,
6716,2851020,Yes,97,90,E1,25,25,0,No,No,Male,Direct,4,Bangalore,31,5,
6717,2851076,Yes,56,30,E2,30,25,-3.85,No,No,Male,Direct,6,Bangalore,32,8,
6718,2851099,No,30,30,E1,87.79,111.27,12.5,No,No,Male,Direct,3,Chennai,26,1,
6719,2851104,Yes,8,60,E2,30.43,21.74,-6.67,No,No,Male,Direct,9,Chennai,32,8,
6721,2851167,No,0,60,E2,33.33,48.89,11.67,Yes,No,Female,Agency,6,Noida,29,1,
6722,2851191,Yes,2,60,E1,33.33,-13.33,-35,No,No,Female,Agency,3,Noida,27,1,
6723,2851255,No,2,30,E1,25,25,0,No,No,Male,Employee Referral,2,Bangalore,32,4,
6724,2851276,Yes,50,45,E2,37.5,28.6,-6.47,No,Yes,Male,Employee Referral,6,Noida,28,2,
6725,2851395,Yes,78,60,E3,36.36,68.18,23.33,No,No,Male,Agency,15,Bangalore,45,4,
6727,2852824,No,13,30,E1,41.03,41.03,0,No,No,Male,Employee Referral,3,Chennai,27,2,
6728,2853627,No,143,30,E1,64.91,57.89,-4.26,No,No,Male,Employee Referral,4,Chennai,27,4,
6729,2854104,Yes,62,30,E2,15.79,21.05,4.55,No,No,Male,Direct,6,Bangalore,30,7,
6730,2855081,Yes,6,30,E1,31.25,-25,-42.86,No,No,Male,Direct,4,Chennai,29,8,
6731,2855119,Yes,22,30,E1,20,31.58,9.65,No,No,Female,Direct,4,Chennai,34,8,
6732,2855562,No,5,30,E3,13.57,10.23,-2.94,No,No,Male,Employee Referral,13,Bangalore,40,1,
6733,2855569,No,0,60,E1,33.33,33.33,0,No,No,Female,Agency,5,Noida,29,1,
6734,2855595,No,4,60,E1,33.33,40,5,No,No,Male,Agency,3,Noida,28,1,
6735,2855598,Yes,1,30,E2,20.37,20.37,0,Yes,No,Male,Agency,7,Bangalore,32,6,
6737,2855621,Yes,3,60,E1,33.33,22.22,-8.33,No,No,Female,Agency,3,Noida,26,1,
6738,2855626,Yes,10,30,E1,16.67,-4.17,-17.86,Yes,Yes,Female,Agency,4,Chennai,27,1,
6740,2855681,Yes,2,60,E1,47.73,47.73,0,No,No,Male,Direct,4,Chennai,32,3,
6741,2855692,No,4,45,E1,45.45,60.61,10.42,No,No,Male,Agency,3,Chennai,27,1,
6743,2855857,Yes,10,30,E2,35.14,35.14,0,No,No,Male,Employee Referral,6,Noida,33,2,
6744,2855949,No,24,60,E1,71.43,64.29,-4.17,No,No,Male,Agency,3,Chennai,26,1,
6746,2855995,No,1,90,E1,21.74,13.04,-7.14,No,No,Male,Agency,3,Chennai,25,4,
6747,2856055,No,96,60,E1,34.48,29.31,-3.85,No,No,Male,Agency,6,Chennai,25,4,
6748,2856140,No,35,30,E1,50,50,0,No,No,Male,Employee Referral,2,Mumbai,31,4,
6749,2856163,Yes,11,30,E1,36.9,36.9,0,No,No,Male,Direct,3,Bangalore,27,7,
6750,2856203,Yes,6,30,E1,150,50,-40,No,No,Male,Agency,3,Chennai,24,1,
6751,2856204,Yes,55,60,E2,26.67,33.33,5.26,No,No,Male,Agency,7,Chennai,32,1,
6753,2856256,Yes,62,30,E1,95.44,46.58,-25,No,No,Male,Agency,3,Chennai,26,1,
6754,2856285,No,1,60,E1,77.78,48.89,-16.25,No,No,Male,Direct,3,Hyderabad,25,7,
6755,2856314,Yes,4,30,E1,66.67,16.67,-30,No,No,Male,Agency,2,Chennai,29,1,
6756,2856357,No,11,30,E1,45,35,-6.9,No,No,Female,Employee Referral,3,Chennai,26,1,
6757,2856490,No,6,30,E1,28.57,28.57,0,No,No,Male,Direct,3,Bangalore,25,7,
6758,2856528,No,4,30,E1,42.86,30.95,-8.33,No,No,Male,Direct,4,Chennai,28,1,
6760,2856582,No,1,30,E1,33.33,22.22,-8.33,No,No,Male,Agency,3,Noida,29,1,
6761,2856999,Yes,52,30,E1,66.67,66.67,0,No,No,Male,Direct,3,Chennai,27,9,
6764,2858654,No,12,30,E1,56.25,46.88,-6,No,Yes,Male,Agency,3,Chennai,28,1,
6765,2858717,Yes,0,30,E1,4.17,4.17,0,No,No,Female,Direct,4,Bangalore,27,6,
6768,2859281,No,84,90,E1,34.92,22.86,-8.94,No,No,Female,Direct,5,Kolkata,28,7,
6769,2859446,No,4,90,E1,36.99,6.85,-22,No,No,Male,Direct,6,Hyderabad,31,7,
6770,2859481,No,1,30,E2,52.78,45.83,-4.55,No,No,Male,Direct,5,Bangalore,26,7,
6771,2859500,Yes,47,60,E2,8.49,1.89,-6.09,No,No,Female,Direct,7,Hyderabad,33,7,
6772,2859505,Yes,101,90,E1,75,50,-14.29,No,No,Female,Direct,3,Noida,26,7,
6773,2859517,Yes,92,30,E1,31.94,18.06,-10.53,No,No,Male,Direct,4,Noida,29,7,
6774,2859564,Yes,63,30,E1,71.88,50,-12.73,No,No,Female,Direct,3,Chennai,27,7,
6776,2859591,No,15,30,E2,40,30,-7.14,No,No,Male,Direct,6,Hyderabad,32,7,
6777,2859620,No,40,30,E1,42.86,30.95,-8.33,No,No,Male,Direct,3,Chennai,27,7,
6779,2859678,No,6,30,E1,76.47,61.76,-8.33,No,No,Female,Direct,3,Hyderabad,26,7,
6780,2859698,No,10,30,E2,61.54,50,-7.14,Yes,No,Male,Direct,6,Hyderabad,31,7,
6781,2859738,Yes,32,30,E2,53.85,46.15,-5,No,No,Male,Direct,5,Bangalore,28,7,
6783,2861256,No,0,45,E1,78.57,48.81,-16.67,No,No,Male,Direct,3,Hyderabad,26,7,
6784,2861273,No,63,30,E1,34.92,23.81,-8.24,Yes,No,Male,Direct,4,Hyderabad,28,7,
6785,2861359,Yes,6,30,E1,23.08,4.62,-15,No,No,Male,Direct,3,Noida,26,7,
6786,2861384,No,6,30,E1,20.69,17.24,-2.86,No,No,Male,Direct,4,Bangalore,28,7,
6787,2861395,No,6,60,E1,59.57,32.98,-16.67,No,No,Male,Direct,3,Bangalore,26,7,
6788,2861436,Yes,20,30,E1,66.67,38.89,-16.67,No,No,Male,Direct,3,Chennai,24,7,
6790,2861455,Yes,3,60,E1,43.59,27.02,-11.54,No,No,Male,Direct,3,Chennai,26,1,
6791,2861470,Yes,64,45,E2,41.03,34.62,-4.55,No,No,Male,Employee Referral,7,Bangalore,33,7,
6792,2861472,No,4,30,E1,68.83,55.84,-7.69,No,No,Female,Direct,3,Chennai,29,7,
6793,2861501,Yes,14,30,E1,60,40,-12.5,No,No,Female,Direct,3,Noida,26,7,
6794,2861538,No,30,30,E1,113.33,102.67,-5,No,No,Male,Direct,2,Chennai,26,1,
6795,2861545,No,1,30,E2,71.43,71.43,0,No,No,Male,Direct,5,Bangalore,28,1,
6796,2861548,Yes,46,60,E1,20,28,6.67,No,No,Male,Agency,1,Chennai,24,1,
6797,2861572,No,2,90,E1,69.23,55.38,-8.18,No,No,Male,Direct,3,Chennai,26,4,
6798,2861597,No,8,60,E1,58.97,43.59,-9.68,No,No,Male,Direct,3,Chennai,26,4,
6799,2861628,No,0,30,E1,25,40.34,12.27,No,No,Male,Direct,2,Noida,27,2,
6800,2861645,No,56,45,E1,71.88,50,-12.73,No,No,Female,Agency,3,Chennai,26,1,
6801,2861657,No,2,30,E1,70.45,36.36,-20,No,No,Female,Employee Referral,2,Kolkata,25,5,
6802,2861708,No,1,30,E1,50,50,0,No,No,Male,Direct,3,Chennai,24,2,
6804,2861723,No,0,30,E1,-3.73,-3.73,0,No,No,Male,Direct,2,Hyderabad,28,2,
6805,2861759,No,8,30,E3,10.34,6.9,-3.13,No,No,Male,Direct,10,Chennai,34,1,
6806,2861802,Yes,21,60,E1,22.22,22.22,0,No,No,Male,Agency,2,Chennai,25,1,
6807,2861806,Yes,11,30,E1,44.44,44.44,0,No,No,Male,Agency,2,Chennai,23,1,
6808,2861824,Yes,21,30,E1,39.78,39.78,0,No,No,Male,Agency,2,Chennai,25,1,
6809,2861830,Yes,39,30,E1,73.61,73.61,0,No,No,Female,Agency,2,Chennai,24,1,
6810,2861843,Yes,6,30,E1,131.48,131.48,0,No,No,Male,Agency,1,Chennai,23,1,
6811,2861847,Yes,74,30,E1,73.91,73.91,0,No,No,Female,Agency,2,Chennai,24,1,
6812,2861867,Yes,70,30,E2,55.24,55.24,0,No,No,Male,Direct,8,Chennai,31,1,
6813,2861879,Yes,4,30,E1,25,25,0,No,No,Male,Agency,1,Chennai,24,1,
6814,2861890,Yes,80,60,E1,100,100,0,No,No,Male,Agency,1,Chennai,25,1,
